"#property","applicableDate","affiliationCode","bureau","department","division","office","unit","affiliationName","telephoneNumber","mechanismCd","mechanismName"
"195","2020-04-01","3520300500","創造都市推進局","文化・観光・スポーツ部","文化財課","埋蔵文化財センター",,"創造都市推進局文化・観光・スポーツ部文化財課埋蔵文化財センター","087-823-2714","09","室・出先"
"196","2020-04-01","3520301000","創造都市推進局","文化・観光・スポーツ部","文化財課","歴史資料館",,"創造都市推進局文化・観光・スポーツ部文化財課歴史資料館","087-861-4520","09","室・出先"
"197","2020-04-01","3520302000","創造都市推進局","文化・観光・スポーツ部","文化財課","石の民俗資料館",,"創造都市推進局文化・観光・スポーツ部文化財課石の民俗資料館","087-845-8484","09","室・出先"
"198","2020-04-01","3520303000","創造都市推進局","文化・観光・スポーツ部","文化財課","香南歴史民俗郷土館",,"創造都市推進局文化・観光・スポーツ部文化財課香南歴史民俗郷土館","087-879-0717","09","室・出先"
"199","2020-04-01","3520304000","創造都市推進局","文化・観光・スポーツ部","文化財課","讃岐国分寺跡資料館",,"創造都市推進局文化・観光・スポーツ部文化財課讃岐国分寺跡資料館","087-874-8840","09","室・出先"
"200","2020-04-01","3520305000","創造都市推進局","文化・観光・スポーツ部","文化財課","菊池寛記念館",,"創造都市推進局文化・観光・スポーツ部文化財課菊池寛記念館","087-861-4502","09","室・出先"
"201","2020-04-01","3520400000","創造都市推進局","文化・観光・スポーツ部","スポーツ振興課",,,"創造都市推進局文化・観光・スポーツ部スポーツ振興課","087-839-2626","08","課"
"202","2020-04-01","3520500000","創造都市推進局","文化・観光・スポーツ部","美術館美術課",,,"創造都市推進局文化・観光・スポーツ部美術館美術課","087-823-1711","08","課"
"203","2020-04-01","3520501000","創造都市推進局","文化・観光・スポーツ部","美術館美術課","塩江美術館",,"創造都市推進局文化・観光・スポーツ部美術館美術課塩江美術館","087-893-1800","09","室・出先"
"204","2020-04-01","4000000000","都市整備局",,,,,"都市整備局",,"05","局"
"205","2020-04-01","4010100000","都市整備局",,"都市計画課",,,"都市整備局都市計画課","087-839-2455","08","課"
"206","2020-04-01","4010101000","都市整備局",,"都市計画課","住宅・まちづくり推進室",,"都市整備局都市計画課住宅・まちづくり推進室","087-839-2136","09","室・出先"
"207","2020-04-01","4010150000","都市整備局",,"交通政策課",,,"都市整備局交通政策課","087-839-2138","08","課"
"208","2020-04-01","4010200000","都市整備局",,"道路管理課",,,"都市整備局道路管理課","087-839-2515","08","課"
"209","2020-04-01","4010300000","都市整備局",,"道路整備課",,,"都市整備局道路整備課","087-839-2516","08","課"
"210","2020-04-01","4010301000","都市整備局",,"道路整備課","用地室",,"都市整備局道路整備課用地室","087-839-2517","09","室・出先"
"211","2020-04-01","4010400000","都市整備局",,"河港課",,,"都市整備局河港課","087-839-2522","08","課"
"212","2020-04-01","4010401000","都市整備局",,"河港課","水路対策調整室",,"都市整備局河港課水路対策調整室","087-839-2523","09","室・出先"
"213","2020-04-01","4010500000","都市整備局",,"建築指導課",,,"都市整備局建築指導課","087-839-2488","08","課"
"214","2020-04-01","4010600000","都市整備局",,"公園緑地課",,,"都市整備局公園緑地課","087-839-2494","08","課"
"215","2020-04-01","4010700000","都市整備局",,"建築課",,,"都市整備局建築課","087-839-2533","08","課"
"216","2020-04-01","4010800000","都市整備局",,"市営住宅課",,,"都市整備局市営住宅課","087-839-2541","08","課"
"217","2020-04-01","4020000000","都市整備局","下水道部",,,,"都市整備局下水道部",,"06","部"
"218","2020-04-01","4020100000","都市整備局","下水道部","下水道経営課",,,"都市整備局下水道部下水道経営課","087-839-2765","08","課"
"219","2020-04-01","4020200000","都市整備局","下水道部","下水道業務課",,,"都市整備局下水道部下水道業務課","087-839-2717","08","課"
"220","2020-04-01","4020300000","都市整備局","下水道部","下水道整備課",,,"都市整備局下水道部下水道整備課","087-839-2771","08","課"
"221","2020-04-01","4020400000","都市整備局","下水道部","下水道施設課",,,"都市整備局下水道部下水道施設課","087-842-5421","08","課"
"222","2020-04-01","4500000000","会計管理者",,,,,"会計管理者",,"05","局"
"223","2020-04-01","4510100000","会計管理者",,"出納室",,,"会計管理者出納室","087-839-2211","08","課"
"224","2020-04-01","5000000000","消防局",,,,,"消防局",,"05","局"
"225","2020-04-01","5010100000","消防局",,"総務課",,,"消防局総務課","087-861-2502","08","課"
"226","2020-04-01","5010200000","消防局",,"予防課",,,"消防局予防課","087-861-1504","08","課"
"227","2020-04-01","5010300000","消防局",,"消防防災課",,,"消防局消防防災課","087-861-1550","08","課"
"228","2020-04-01","5010400000","消防局",,"情報指令課",,,"消防局情報指令課","087-861-2500","08","課"
"229","2020-04-01","5010500000","消防局",,"北消防署",,,"消防局北消防署","087-861-1551","08","課"
"230","2020-04-01","5010501000","消防局",,"北消防署","朝日分署",,"消防局北消防署朝日分署","087-822-1419","09","室・出先"
"231","2020-04-01","5010600000","消防局",,"南消防署",,,"消防局南消防署","087-815-0119","08","課"
"232","2020-04-01","5010601000","消防局",,"南消防署","香川分署",,"消防局南消防署香川分署","087-879-4111","09","室・出先"
"233","2020-04-01","5010700000","消防局",,"東消防署",,,"消防局東消防署","087-843-5119","08","課"
"234","2020-04-01","5010701000","消防局",,"東消防署","牟礼分署",,"消防局東消防署牟礼分署","087-845-1255","09","室・出先"
"235","2020-04-01","5010800000","消防局",,"西消防署",,,"消防局西消防署","087-881-0119","08","課"
"236","2020-04-01","5010801000","消防局",,"西消防署","綾川分署",,"消防局西消防署綾川分署","087-878-1111","09","室・出先"
"237","2020-04-01","5010900000","消防局",,"三木消防署",,,"消防局三木消防署","087-898-4119","08","課"
"238","2020-04-01","5500000000","病院局",,,,,"病院局",,"05","局"
"239","2020-04-01","5510000000","病院局","みんなの病院",,,,"病院局みんなの病院","087-813-7171","06","部"
"240","2020-04-01","5510100000","病院局","みんなの病院","医療局",,,"病院局みんなの病院医療局",,"08","課"
"241","2020-04-01","5510200000","病院局","みんなの病院","薬剤局",,,"病院局みんなの病院薬剤局",,"08","課"
"242","2020-04-01","5510250000","病院局","みんなの病院","医療技術局",,,"病院局みんなの病院医療技術局",,"08","課"
"243","2020-04-01","5510300000","病院局","みんなの病院","看護局",,,"病院局みんなの病院看護局",,"08","課"
"244","2020-04-01","5510350000","病院局","みんなの病院","事務局",,,"病院局みんなの病院事務局",,"08","課"
"245","2020-04-01","5510400000","病院局","みんなの病院","総務課",,,"病院局みんなの病院総務課",,"08","課"
"246","2020-04-01","5510401000","病院局","みんなの病院","総務課","附属医療施設整備室",,"病院局みんなの病院総務課附属医療施設整備室",,"09","室・出先"
"247","2020-04-01","5510450000","病院局","みんなの病院","医事課",,,"病院局みんなの病院医事課",,"08","課"
"248","2020-04-01","5510451000","病院局","みんなの病院","医事課","情報管理室",,"病院局みんなの病院医事課情報管理室",,"09","室・出先"
"249","2020-04-01","5510500000","病院局","みんなの病院","経営企画課",,,"病院局みんなの病院経営企画課",,"08","課"
"250","2020-04-01","5510550000","病院局","みんなの病院","中央手術センター",,,"病院局みんなの病院中央手術センター",,"08","課"
"251","2020-04-01","5510580000","病院局","みんなの病院","腎センター",,,"病院局みんなの病院腎センター",,"08","課"
"252","2020-04-01","5510610000","病院局","みんなの病院","健康管理センター",,,"病院局みんなの病院健康管理センター",,"08","課"
"253","2020-04-01","5510640000","病院局","みんなの病院","内視鏡センター",,,"病院局みんなの病院内視鏡センター",,"08","課"
"254","2020-04-01","5510670000","病院局","みんなの病院","内視鏡外科センター",,,"病院局みんなの病院内視鏡外科センター",,"08","課"
"255","2020-04-01","5510700000","病院局","みんなの病院","超音波検査センター",,,"病院局みんなの病院超音波検査センター",,"08","課"
"256","2020-04-01","5510730000","病院局","みんなの病院","脳卒中・神経センター",,,"病院局みんなの病院脳卒中・神経センター",,"08","課"
"257","2020-04-01","5510760000","病院局","みんなの病院","地域医療・患者支援センター",,,"病院局みんなの病院地域医療・患者支援センター",,"08","課"
"258","2020-04-01","5510790000","病院局","みんなの病院","がん診療支援センター",,,"病院局みんなの病院がん診療支援センター",,"08","課"
"259","2020-04-01","5510820000","病院局","みんなの病院","医療安全管理センター",,,"病院局みんなの病院医療安全管理センター",,"08","課"
"260","2020-04-01","5510850000","病院局","みんなの病院","院内感染対策センター",,,"病院局みんなの病院院内感染対策センター",,"08","課"
"261","2020-04-01","5510880000","病院局","みんなの病院","臨床教育センター",,,"病院局みんなの病院臨床教育センター",,"08","課"
"262","2020-04-01","5510910000","病院局","みんなの病院","メンタルサポートセンター",,,"病院局みんなの病院メンタルサポートセンター",,"08","課"
"263","2020-04-01","5520000000","病院局","市民病院塩江分院",,,,"病院局市民病院塩江分院","087-893-0031","06","部"
"264","2020-04-01","5520100000","病院局","市民病院塩江分院","医療局",,,"病院局市民病院塩江分院医療局",,"08","課"
"265","2020-04-01","5520200000","病院局","市民病院塩江分院","看護局",,,"病院局市民病院塩江分院看護局",,"08","課"
"266","2020-04-01","5520300000","病院局","市民病院塩江分院","事務局",,,"病院局市民病院塩江分院事務局",,"08","課"
"267","2020-04-01","6500000000","教育局",,,,,"教育局",,"05","局"
"268","2020-04-01","6510100000","教育局",,"総務課",,,"教育局総務課","087-839-2611","08","課"
"269","2020-04-01","6510101000","教育局",,"総務課","学校施設整備室",,"教育局総務課学校施設整備室","087-839-2612","09","室・出先"
"270","2020-04-01","6510150000","教育局",,"学校教育課",,,"教育局学校教育課","087-839-2616","08","課"
"271","2020-04-01","6510200000","教育局",,"保健体育課",,,"教育局保健体育課","087-839-2657","08","課"
"272","2020-04-01","6510201000","教育局",,"保健体育課","朝日新町学校給食センター",,"教育局保健体育課朝日新町学校給食センター","087-811-6300","09","室・出先"
"273","2020-04-01","6510202000","教育局",,"保健体育課","六条町学校給食センター",,"教育局保健体育課六条町学校給食センター","087-865-1060","09","室・出先"
"274","2020-04-01","6510250000","教育局",,"生涯学習課",,,"教育局生涯学習課","087-839-2633","08","課"
"275","2020-04-01","6510251000","教育局",,"生涯学習課","少年育成センター",,"教育局生涯学習課少年育成センター","087-839-2635","09","室・出先"
"276","2020-04-01","6510252000","教育局",,"生涯学習課","生涯学習センター",,"教育局生涯学習課生涯学習センター","087-811-6222","09","室・出先"
"277","2020-04-01","6510300000","教育局",,"人権教育課",,,"教育局人権教育課","087-839-2640","08","課"
"278","2020-04-01","6510301000","教育局",,"人権教育課","上天神文化センター（人権教育課）",,"教育局人権教育課上天神文化センター（人権教育課）","087-866-2494","09","室・出先"
"279","2020-04-01","6510302000","教育局",,"人権教育課","田村文化センター（人権教育課）",,"教育局人権教育課田村文化センター（人権教育課）","087-867-6904","09","室・出先"
"280","2020-04-01","6510303000","教育局",,"人権教育課","中川文化センター（人権教育課）",,"教育局人権教育課中川文化センター（人権教育課）","087-847-5896","09","室・出先"
"281","2020-04-01","6510304000","教育局",,"人権教育課","中原文化センター（人権教育課）",,"教育局人権教育課中原文化センター（人権教育課）","087-848-1090","09","室・出先"
"282","2020-04-01","6510305500","教育局",,"人権教育課","吉光児童館（人権教育課）",,"教育局人権教育課吉光児童館（人権教育課）","087-879-6041","09","室・出先"
"283","2020-04-01","6510306500","教育局",,"人権教育課","新居児童館（人権教育課）",,"教育局人権教育課新居児童館（人権教育課）","087-874-3533","09","室・出先"
"284","2020-04-01","6510350000","教育局",,"中央図書館",,,"教育局中央図書館","087-861-4501","08","課"
"285","2020-04-01","6510350600","教育局",,"中央図書館","夢みらい図書館",,"教育局中央図書館夢みらい図書館","087-833-7727","09","室・出先"
"286","2020-04-01","6510351000","教育局",,"中央図書館","牟礼図書館",,"教育局中央図書館牟礼図書館","087-845-4113","09","室・出先"
"287","2020-04-01","6510352000","教育局",,"中央図書館","香川図書館",,"教育局中央図書館香川図書館","087-879-8970","09","室・出先"
"288","2020-04-01","6510353000","教育局",,"中央図書館","国分寺図書館",,"教育局中央図書館国分寺図書館","087-874-6309","09","室・出先"
"289","2020-04-01","6510400000","教育局",,"総合教育センター",,,"教育局総合教育センター","087-811-2161","08","課"
"290","2020-04-01","6510440000","教育局",,"高松第一高等学校",,,"教育局高松第一高等学校","087-861-0244","08","課"
"291","2020-04-01","6510451000","教育局",,,"高松第一高等学校事務局",,"教育局高松第一高等学校事務局","087-861-0244","08","課"
"292","2020-04-01","6510500000","教育局",,"小学校",,,"教育局小学校",,"08","課"
"293","2020-04-01","6510501000","教育局",,"小学校","新番丁小学校",,"教育局小学校新番丁小学校","087-851-1316","09","室・出先"
"294","2020-04-01","6510501100","教育局",,"小学校","亀阜小学校",,"教育局小学校亀阜小学校","087-861-2013","09","室・出先"
"295","2020-04-01","6510501200","教育局",,"小学校","亀阜小学校みねやま分校",,"教育局小学校亀阜小学校みねやま分校","087-861-4837","09","室・出先"
"296","2020-04-01","6510501300","教育局",,"小学校","栗林小学校",,"教育局小学校栗林小学校","087-861-3438","09","室・出先"
"297","2020-04-01","6510501400","教育局",,"小学校","花園小学校",,"教育局小学校花園小学校","087-831-9129","09","室・出先"
"298","2020-04-01","6510501500","教育局",,"小学校","高松第一小学校",,"教育局小学校高松第一小学校","087-832-0611","09","室・出先"
"299","2020-04-01","6510501600","教育局",,"小学校","鶴尾小学校",,"教育局小学校鶴尾小学校","087-867-2564","09","室・出先"
"300","2020-04-01","6510501700","教育局",,"小学校","太田小学校",,"教育局小学校太田小学校","087-865-4433","09","室・出先"
"301","2020-04-01","6510501800","教育局",,"小学校","木太小学校",,"教育局小学校木太小学校","087-861-6337","09","室・出先"
"302","2020-04-01","6510501900","教育局",,"小学校","古高松小学校",,"教育局小学校古高松小学校","087-841-9204","09","室・出先"
"303","2020-04-01","6510502000","教育局",,"小学校","屋島小学校",,"教育局小学校屋島小学校","087-841-1538","09","室・出先"
"304","2020-04-01","6510502100","教育局",,"小学校","前田小学校",,"教育局小学校前田小学校","087-847-6562","09","室・出先"
"305","2020-04-01","6510502200","教育局",,"小学校","川添小学校",,"教育局小学校川添小学校","087-847-6055","09","室・出先"
"306","2020-04-01","6510502300","教育局",,"小学校","林小学校",,"教育局小学校林小学校","087-865-6250","09","室・出先"
"307","2020-04-01","6510502400","教育局",,"小学校","三渓小学校",,"教育局小学校三渓小学校","087-889-0767","09","室・出先"
"308","2020-04-01","6510502500","教育局",,"小学校","仏生山小学校",,"教育局小学校仏生山小学校","087-889-0549","09","室・出先"
"309","2020-04-01","6510502600","教育局",,"小学校","香西小学校",,"教育局小学校香西小学校","087-881-3214","09","室・出先"
"310","2020-04-01","6510502700","教育局",,"小学校","一宮小学校",,"教育局小学校一宮小学校","087-885-1764","09","室・出先"
"311","2020-04-01","6510502800","教育局",,"小学校","多肥小学校",,"教育局小学校多肥小学校","087-889-0537","09","室・出先"
"312","2020-04-01","6510502900","教育局",,"小学校","川岡小学校",,"教育局小学校川岡小学校","087-885-1253","09","室・出先"
"313","2020-04-01","6510503000","教育局",,"小学校","円座小学校",,"教育局小学校円座小学校","087-885-2542","09","室・出先"
"314","2020-04-01","6510503100","教育局",,"小学校","檀紙小学校",,"教育局小学校檀紙小学校","087-885-1715","09","室・出先"
"315","2020-04-01","6510503200","教育局",,"小学校","弦打小学校",,"教育局小学校弦打小学校","087-881-3523","09","室・出先"
"316","2020-04-01","6510503300","教育局",,"小学校","鬼無小学校",,"教育局小学校鬼無小学校","087-881-2413","09","室・出先"
"317","2020-04-01","6510503400","教育局",,"小学校","下笠居小学校",,"教育局小学校下笠居小学校","087-881-3011","09","室・出先"
"318","2020-04-01","6510503600","教育局",,"小学校","男木小学校",,"教育局小学校男木小学校","087-873-0506","09","室・出先"
"319","2020-04-01","6510503700","教育局",,"小学校","川島小学校",,"教育局小学校川島小学校","087-848-0050","09","室・出先"
"320","2020-04-01","6510503800","教育局",,"小学校","十河小学校",,"教育局小学校十河小学校","087-848-0319","09","室・出先"
"321","2020-04-01","6510504000","教育局",,"小学校","東植田小学校",,"教育局小学校東植田小学校","087-849-0062","09","室・出先"
"322","2020-04-01","6510504100","教育局",,"小学校","植田小学校",,"教育局小学校植田小学校","087-849-0103","09","室・出先"
"323","2020-04-01","6510504200","教育局",,"小学校","中央小学校",,"教育局小学校中央小学校","087-866-2938","09","室・出先"
"324","2020-04-01","6510504300","教育局",,"小学校","太田南小学校",,"教育局小学校太田南小学校","087-865-9395","09","室・出先"
"325","2020-04-01","6510504400","教育局",,"小学校","木太南小学校",,"教育局小学校木太南小学校","087-866-7295","09","室・出先"
"326","2020-04-01","6510504500","教育局",,"小学校","古高松南小学校",,"教育局小学校古高松南小学校","087-843-2467","09","室・出先"
"327","2020-04-01","6510504600","教育局",,"小学校","屋島東小学校",,"教育局小学校屋島東小学校","087-843-8402","09","室・出先"
"328","2020-04-01","6510504700","教育局",,"小学校","屋島西小学校",,"教育局小学校屋島西小学校","087-841-1063","09","室・出先"
"329","2020-04-01","6510504800","教育局",,"小学校","木太北部小学校",,"教育局小学校木太北部小学校","087-831-4150","09","室・出先"
"330","2020-04-01","6510504900","教育局",,"小学校","塩江小学校",,"教育局小学校塩江小学校","087-893-0171","09","室・出先"
"331","2020-04-01","6510505200","教育局",,"小学校","牟礼小学校",,"教育局小学校牟礼小学校","087-845-9239","09","室・出先"
"332","2020-04-01","6510505300","教育局",,"小学校","牟礼北小学校",,"教育局小学校牟礼北小学校","087-845-5742","09","室・出先"
"333","2020-04-01","6510505400","教育局",,"小学校","牟礼南小学校",,"教育局小学校牟礼南小学校","087-845-9324","09","室・出先"
"334","2020-04-01","6510505500","教育局",,"小学校","庵治小学校",,"教育局小学校庵治小学校","087-871-2581","09","室・出先"
"335","2020-04-01","6510505700","教育局",,"小学校","大野小学校",,"教育局小学校大野小学校","087-885-2165","09","室・出先"
"336","2020-04-01","6510505800","教育局",,"小学校","浅野小学校",,"教育局小学校浅野小学校","087-889-0215","09","室・出先"
"337","2020-04-01","6510505900","教育局",,"小学校","川東小学校",,"教育局小学校川東小学校","087-879-2012","09","室・出先"
"338","2020-04-01","6510506000","教育局",,"小学校","香南小学校",,"教育局小学校香南小学校","087-879-2269","09","室・出先"
"339","2020-04-01","6510506100","教育局",,"小学校","国分寺北部小学校",,"教育局小学校国分寺北部小学校","087-874-1154","09","室・出先"
"340","2020-04-01","6510506200","教育局",,"小学校","国分寺南部小学校",,"教育局小学校国分寺南部小学校","087-874-1160","09","室・出先"
"341","2020-04-01","6510550000","教育局",,"中学校",,,"教育局中学校",,"08","課"
"342","2020-04-01","6510551000","教育局",,"中学校","桜町中学校",,"教育局中学校桜町中学校","087-861-1668","09","室・出先"
"343","2020-04-01","6510551100","教育局",,"中学校","紫雲中学校",,"教育局中学校紫雲中学校","087-861-7144","09","室・出先"
"344","2020-04-01","6510551200","教育局",,"中学校","紫雲中学校みねやま分校",,"教育局中学校紫雲中学校みねやま分校","087-861-4837","09","室・出先"
"345","2020-04-01","6510551300","教育局",,"中学校","玉藻中学校",,"教育局中学校玉藻中学校","087-861-8196","09","室・出先"
"346","2020-04-01","6510551400","教育局",,"中学校","高松第一中学校",,"教育局中学校高松第一中学校","087-832-0311","09","室・出先"
"347","2020-04-01","6510551500","教育局",,"中学校","鶴尾中学校",,"教育局中学校鶴尾中学校","087-867-3382","09","室・出先"
"348","2020-04-01","6510551600","教育局",,"中学校","屋島中学校",,"教育局中学校屋島中学校","087-841-2236","09","室・出先"
"349","2020-04-01","6510551700","教育局",,"中学校","協和中学校",,"教育局中学校協和中学校","087-867-5937","09","室・出先"
"350","2020-04-01","6510551800","教育局",,"中学校","龍雲中学校",,"教育局中学校龍雲中学校","087-889-0131","09","室・出先"
"351","2020-04-01","6510551900","教育局",,"中学校","勝賀中学校",,"教育局中学校勝賀中学校","087-881-3141","09","室・出先"
"352","2020-04-01","6510552000","教育局",,"中学校","一宮中学校",,"教育局中学校一宮中学校","087-885-1664","09","室・出先"
"353","2020-04-01","6510552100","教育局",,"中学校","香東中学校",,"教育局中学校香東中学校","087-886-6580","09","室・出先"
"354","2020-04-01","6510552200","教育局",,"中学校","下笠居中学校",,"教育局中学校下笠居中学校","087-881-2621","09","室・出先"
"355","2020-04-01","6510552300","教育局",,"中学校","男木中学校",,"教育局中学校男木中学校","087-873-0506","09","室・出先"
"356","2020-04-01","6510552400","教育局",,"中学校","山田中学校",,"教育局中学校山田中学校","087-848-0071","09","室・出先"
"357","2020-04-01","6510552500","教育局",,"中学校","太田中学校",,"教育局中学校太田中学校","087-866-1370","09","室・出先"
"358","2020-04-01","6510552600","教育局",,"中学校","古高松中学校",,"教育局中学校古高松中学校","087-841-1577","09","室・出先"
"359","2020-04-01","6510552700","教育局",,"中学校","木太中学校",,"教育局中学校木太中学校","087-866-5588","09","室・出先"
"360","2020-04-01","6510552800","教育局",,"中学校","塩江中学校",,"教育局中学校塩江中学校","087-893-0032","09","室・出先"
"361","2020-04-01","6510552900","教育局",,"中学校","牟礼中学校",,"教育局中学校牟礼中学校","087-845-9604","09","室・出先"
"362","2020-04-01","6510553000","教育局",,"中学校","庵治中学校",,"教育局中学校庵治中学校","087-871-2716","09","室・出先"
"363","2020-04-01","6510553100","教育局",,"中学校","香川第一中学校",,"教育局中学校香川第一中学校","087-879-2131","09","室・出先"
"364","2020-04-01","6510553200","教育局",,"中学校","香南中学校",,"教育局中学校香南中学校","087-879-2064","09","室・出先"
"365","2020-04-01","6510553300","教育局",,"中学校","国分寺中学校",,"教育局中学校国分寺中学校","087-874-0031","09","室・出先"
"366","2020-04-01","6510553400","教育局",,"中学校","山田学校給食共同調理場",,"教育局中学校山田学校給食共同調理場","087-848-0168","09","室・出先"
"367","2020-04-01","6510553500","教育局",,"中学校","牟礼学校給食共同調理場",,"教育局中学校牟礼学校給食共同調理場","087-845-2571","09","室・出先"
"368","2020-04-01","6510553600","教育局",,"中学校","庵治学校給食共同調理場",,"教育局中学校庵治学校給食共同調理場","087-871-2247","09","室・出先"
"369","2020-04-01","6510553700","教育局",,"中学校","香川学校給食共同調理場",,"教育局中学校香川学校給食共同調理場","087-879-5387","09","室・出先"
"370","2020-04-01","6510553800","教育局",,"中学校","香南学校給食共同調理場",,"教育局中学校香南学校給食共同調理場","087-879-2179","09","室・出先"
"371","2020-04-01","7000000000","監査委員事務局",,,,,"監査委員事務局",,"05","局"
"372","2020-04-01","7010100000","監査委員事務局",,"監査課",,,"監査委員事務局監査課","087-839-2652","08","課"
"373","2020-04-01","7500000000","選挙管理委員会事務局",,,,,"選挙管理委員会事務局",,"05","局"
"374","2020-04-01","7510100000","選挙管理委員会事務局",,"選挙課",,,"選挙管理委員会事務局選挙課","087-839-2644","08","課"
"375","2020-04-01","7800000000","公平委員会",,,,,"公平委員会",,"05","局"
"376","2020-04-01","8000000000","農業委員会事務局",,,,,"農業委員会事務局",,"05","局"
"377","2020-04-01","8010100000","農業委員会事務局",,"農政課",,,"農業委員会事務局農政課","087-839-2662","08","課"
"378","2020-04-01","8500000000","市議会事務局",,,,,"市議会事務局",,"05","局"
"379","2020-04-01","8510100000","市議会事務局",,"総務調査課",,,"市議会事務局総務調査課","087-839-2808","08","課"
"380","2020-04-01","8510200000","市議会事務局",,"議事課",,,"市議会事務局議事課","087-839-2808","08","課"
