"#property","latitude","longitude","name","address","installationPosition","telephoneNumber","availableDate","startTime","endTime","availableDateNote","equipmentForChildren"
"173","34.34586555024673","134.06199718982754","高松競輪場","高松市福岡町一丁目4-46　","中央スタンド開催事務所、医務室、前売投票所","087-851-5036","月火水木金土日","8:30","17:15","ナイター時は～21：00。競輪非開催日は利用できない場合あり。","有"
"174","34.348035245833614","134.02948557023694","中央卸売市場　水産物棟","高松市瀬戸内町30-5","守衛室","087-862-3411","月火水木金土日","0:00","23:59","終日利用可能","有"
"175","34.35128","134.02942","中央卸売市場　青果棟","高松市瀬戸内町40-12","守衛室","087-862-3411","月火水木金土日","0:00","23:59","終日利用可能","無"
"176","34.34730733986548","134.02671246827776","公設花き地方卸売市場　花き棟","高松市西町12-1","守衛室","087-862-3411","月火水木金土日","0:00","23:59","終日利用可能","有"
"178","34.23962","134.00726","香南楽湯","高松市香南町横井997-2　","２階浴場入口前付近","087-815-8585","月火水木金土日","10:00","23:00","第３水曜を除く",
"180","34.38946445274165","134.05230208700124","高松市鬼ヶ島おにの館","高松市女木町15-22","事務所受付","087-873-0728","月火水木金土日","8:00","17:00","8/1～8/20は8:00～18:10",
"181","34.35231650941593","134.04667254036457","高松市文化芸術ホール","高松市サンポート2-1　","1Ｆ警備室内、2Ｆ管理事務室内","087-825-5000","月火水木金土日","7:00","23:00","12/29～1/3を除く。２Ｆ管理事務室内設置のものは8:30～18:30。",
"182","34.296073879831056","133.95963515148964","高松国分寺ホール","高松市国分寺町新名430　","受付","087-875-0162","火水木金土日","9:00","22:00","休館日以外利用可能。休館日：毎週月曜（月曜が祝日の場合は翌平日）及び12/29～1/3",
"183","34.35058","134.05157","玉藻公園","高松市玉藻町2-1　","陳列館、和舟乗船所（開園時）、西門料金所（閉園時）","087-851-1521","月火水木金土日",,,"開園時間中利用可",
"184","34.35253670565582","134.13421350926234","石の民俗資料館","高松市牟礼町牟礼1810","エントランスホール（館出入口付近）","087-845-8484","月火水木金土日","9:00","17:00","開館日のみ利用可",
"185","34.34375880432735","134.04584210133754","四番丁スクエア（高松市埋蔵文化財センター）","高松市番町一丁目5-1","本館管理室横、体育館北入口横","087-823-2714","月火水木金","8:30","17:15","祝日、12/29～1/3を除く。体育館北入口横のものは学校跡地施設利用者のみ利用可","有"
"186","34.34200277495633","134.07425288339005","高松市総合体育館","高松市福岡町四丁目36-1　","第１競技場入口","087-822-0211","月水木金土日","9:00","22:00",,
"187","34.35202379589647","134.04212701291527","ヨット競技場","高松市浜ノ町67-1","医務室","087-823-6099","月水木金土日","8:30","20:00",,
"189","34.342971934409434","134.07266004320724","福岡町プール","高松市福岡町三丁目33-24　","受付カウンター","087-823-7227","月水木金土日","10:00","20:30",,
"190","34.374497446159424","133.9436635308491","亀水運動センター","高松市亀水町458-1　","事務所入口","087-881-0182","月水木金土日","9:00","22:00",,
"191","34.31006610869936","133.98161418963764","西部運動センター","高松市鬼無町鬼無10-2　","入口ロビー","087-885-3344","月水木金土日","9:00","22:00",,
"192","34.261104436126246","134.01627504188775","かわなべスポーツセンター","高松市川部町932-7　","プールロビー","087-885-4611","月水木金土日","9:00","22:00",,
"193","34.27112","134.04834","仏生山公園温水プール","高松市仏生山町甲2654-1　","プールロビー","087-888-5011","火水木金土日","13:00","20:30","土日は10:00～20:30",
"194","34.342529976533854","134.14310315196917","牟礼総合体育館","高松市牟礼町牟礼152-10　","ロビー","087-845-7060","火水木金土日","9:00","22:00",,
"195","34.255133386664156","134.02866198945594","香川総合体育館","高松市香川町川東下1917-1　","事務所横ロビー","087-879-8000","月火水木金土日","9:00","22:00",,
"196","34.27256","133.94999","国分寺B&G海洋センター","高松市国分寺町新名2069-1　","ロビー","087-874-4311","火水木金土日","9:00","22:00",,
"197","34.271384309000354","133.95088829985366","国分寺はくちょう温泉","高松市国分寺町新名2213-1　","受付カウンター","087-874-8900","火水木金土日","10:00","20:00",,
"198","34.332600694620425","134.14711652509254","牟礼中央公園運動センター","高松市牟礼町原1019-8　","入口ロビー","087-845-1563","月水木金土日","9:00","22:00",,
"199","34.19762685599878","134.03356532013782","健康増進温浴施設ループしおのえ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　","高松市塩江町安原下第3号2074-2　","プール監視室","087-897-0781","月水木金土日","10:00","20:30",,
"200","34.24329920782489","134.00642605287135","香南体育館","高松市香南町横井844-7","事務所","087-879-3136","火水木金土日","9:00","22:00",,
"202","34.34418583098979","134.04904158999926","高松市美術館","高松市紺屋町10-4　","正面入口","087-823-1711","火水木金土日","9:30","17:00","月曜が祝日の場合は翌平日が休館","有"
"203","34.17575043775841","134.08134020659418","高松市塩江美術館","高松市塩江町安原上602","事務所内","087-893-1800","火水木金土日","9:00","17:00","月曜が祝日の場合は翌平日が休館","有"
"204","34.34172664492746","134.04684438434532","中央駐車場","高松市番町一丁目11-22","管理事務所内","087-862-2285","月火水木金土日","7:30","22:00",,
"205","34.338920269003026","134.0518968877072","瓦町駅地下駐車場","高松市常磐町一丁目3-1","管理事務所内","087-823-2585","月火水木金土日","7:30","22:00",,
"206","34.329898565443315","134.12348196764026","東部運動公園","高松市高松町1347-1","事務所","087-843-9446","月水木金土日","9:00","22:00",,
"207","34.3298512377216","134.02655291272356","峰山公園","高松市峰山町1838-37","管理事務所内","087-834-7297","月火水木金土日","8:30","17:00","12/29～1/3を除く",
"208","34.30836561868621","133.953000409296","如意輪寺公園","高松市国分寺町国分2530-2","管理事務所内","087-875-1221","月水木金土日","9:00","19:00","3月・10月は18:00まで、11月～2月は17:00まで。休園日以外利用可能。
休園日：毎週火曜（火曜が祝日の場合は翌平日）及び12/29～1/3",
"209","34.28287","134.04048","高松市立みんなの病院","高松市仏生山町甲847-1","１階みんなのホール入口、２階Ａブロック外来、２階通院治療室、４階４Ｅ処置室、６階６Ｅスタッフステーション",,"月火水木金","8:30","17:15","祝日、12/29～1/3を除く。４階と６階のものは終日利用可能。",
"210","34.1715059063595","134.08076553863697","高松市民病院塩江分院","高松市塩江町安原上東99-1　","正面入口","087-893-0031","月火水木金","8:30","17:15","祝日、12/29～1/3を除く",
"211","34.34574201990033","134.04117828521908","新番丁小学校","高松市錦町二丁目14-1","体育館南側外側面南西扉の東側壁面","087-851-1316",,,,"学校開校日に随時",
"212","34.338371998104265","134.040173847194","亀阜小学校","高松市亀岡町10-1","体育館外北側の壁","087-861-2013",,,,"学校開校日に随時",
"213","34.33105","134.05016","栗林小学校","高松市栗林町二丁目10-7","体育館入口、保健室横運動場入口の外側壁面","087-861-3438",,,,"学校開校日に随時",
"214","34.3338732569606","134.05765543303198","花園小学校","高松市花園町二丁目7-7","体育館南入口","087-831-9129",,,,"学校開校日に随時",
"215","34.339526000665785","134.0622770458006","高松第一小学校","高松市松島町二丁目14-5","校舎内１階応接室向い壁面","087-832-0611",,,,"学校開校日に随時",
"216","34.31576518041808","134.02885183025455","鶴尾小学校","高松市松並町636-1","体育館外靴箱ホール","087-867-2564",,,,"学校開校日に随時",
"217","34.31261885369054","134.05215351591937","太田小学校","高松市伏石町845-1","中館東面ポストの右側","087-865-4433",,,,"学校開校日に随時",
"218","34.32533684240238","134.0766939278334","木太小学校","高松市木太町3480-1","体育館西側、本館２階職員室前廊下","087-861-6337",,,,"学校開校日に随時",
"219","34.33238490493703","134.10689896592731","古高松小学校","高松市高松町398","体育館靴箱付近","087-841-9204",,,,"学校開校日に随時",
"220","34.34762","134.10015","屋島小学校","高松市屋島西町1205-1","南館１階郵便箱の下","087-841-1538",,,,"学校開校日に随時",
"221","34.29587176917414","134.11329983845036","前田小学校","高松市前田東町819-3","体育館入口外靴箱","087-847-6562",,,,"学校開校日に随時",
"222","34.306406375519686","134.09289500419402","川添小学校","高松市東山崎町207-1","体育館西入口、南棟１階運動場側","087-847-6055",,,,"学校開校日に随時",
"223","34.30147048357516","134.07004844162776","林小学校","高松市林町1108-1","体育館入口、運動場屋外トイレ入口付近","087-865-6250",,,,"学校開校日に随時",
"224","34.27393","134.06885","三渓小学校","高松市三谷町2173-1","体育館西側入口","087-889-0767",,,,"学校開校日に随時",
"225","34.27444311295487","134.04787138304312","仏生山小学校","高松市仏生山町甲2461","体育館入口、保健室廊下","087-889-0549",,,,"学校開校日に随時",
"226","34.34514","133.99823","香西小学校","高松市香西南町703-1","体育館西側入口付近の柱","087-881-3214",,,,"学校開校日に随時",
"227","34.29131181085198","134.02459932009106","一宮小学校","高松市一宮町672-1","体育館東側","087-885-1764",,,,"学校開校日に随時",
"228","34.29230","134.05263","多肥小学校","高松市多肥上町902-2","体育館前ピロティ、新運動場体育倉庫壁面","087-889-0537",,,,"学校開校日に随時",
"229","34.26745624923434","134.0072870932633","川岡小学校","高松市川部町1552","体育館北入口","087-885-1253",,,,"学校開校日に随時",
"230","34.28477329877967","134.00504425306787","円座小学校","高松市円座町1630-2","体育館西側外壁","087-885-2542",,,,"学校開校日に随時",
"231","34.30010916384515","133.9939583163935","檀紙小学校","香川県高松市御厩町816","職員玄関靴箱の上","087-885-1715",,,,"学校開校日に随時",
"232","34.32862867364402","134.00453019944445","弦打小学校","高松市鶴市町374-1","体育館入口靴箱、職員室","087-881-3523",,,,"学校開校日に随時",
"233","34.32703942289716","133.98849039306742","鬼無小学校","高松市鬼無町佐藤607-1","体育館入口","087-881-2413",,,,"学校開校日に随時",
"234","34.35827364533418","133.96855841417477","下笠居小学校","高松市生島町345","体育館西入口","087-881-3188",,,,"学校開校日に随時",
"235","34.275816440410665","134.08935834519508","川島小学校","高松市川島東町864-1","体育館入口靴箱壁面","087-848-0050",,,,"学校開校日に随時",
"236","34.274770126220574","134.10289651020236","十河小学校","高松市十川西町366-5","北館１階職員室通路壁面","087-848-0319",,,,"学校開校日に随時",
"237","34.23892782759515","134.0975919283806","東植田小学校","高松市東植田町2008","校舎玄関","087-849-0062",,,,"学校開校日に随時",
"238","34.2391749398696","134.0788255418043","植田小学校","高松市西植田町2337","体育館入口、玄関（脱靴場）","087-849-0103",,,,"学校開校日に随時",
"239","34.31176213494973","134.06265945007527","中央小学校","高松市松縄町1138","体育館北側","087-866-2944",,,,"学校開校日に随時",
"240","34.30590423415212","134.04413005010292","太田南小学校","高松市太田下町1823-1","体育館入口、職員室前の廊下","087-865-9395",,,,"学校開校日に随時",
"241","34.320798750326816","134.07481751321234","木太南小学校","高松市木太町1530-1","体育館東側通路外側壁面、運動場南側屋外トイレ入口","087-866-7295",,,,"学校開校日に随時",
"242","34.32686669027433","134.09852652140364","古高松南小学校","高松市新田町甲2605","体育館外側壁面","087-843-2467",,,,"学校開校日に随時",
"243","34.35426","134.11635","屋島東小学校","高松市屋島東町942-1","体育館東入口右側壁面","087-843-8402",,,,"学校開校日に随時",
"244","34.3514622914541","134.09048507817948","屋島西小学校","高松市屋島西町2469","体育館北東入口前ピロティ、ピロティ","087-841-1063",,,,"学校開校日に随時",
"245","34.33580221904229","134.0800641815361","木太北部小学校","高松市木太町2613","体育館入口周辺外壁（ピロティ）","087-831-4150",,,,"学校開校日に随時",
"246","34.15248544495623","134.07659797946815","上西小学校跡施設","高松市塩江町上西乙461","体育館西側壁面",,"月火水木金土日","0:00","23:59","通年利用可能",
"247","34.17021","134.08308","塩江小学校跡施設","高松市塩江町 安原上東365","校舎玄関横",,"月火水木金土日","0:00","23:59","通年利用可能",
"248","34.19794389927988","134.0407201467151","安原小学校跡施設","高松市塩江町安原下第2号1684","校舎南側",,"月火水木金土日","0:00","23:59","通年利用可能",
"249","34.33642133794544","134.14150830267977","牟礼小学校","高松市牟礼町大町1560","体育館下トイレ壁面","087-845-9239",,,,"学校開校日に随時",
"250","34.35070","134.12560","牟礼北小学校","高松市牟礼町牟礼2900-1","玄関（北東１階東端）","087-845-5742",,,,"学校開校日に随時",
"251","34.333685845605544","134.15264096476972","牟礼南小学校","高松市牟礼町大町1115-1","体育館入口外","087-845-9324",,,,"学校開校日に随時",
"252","34.38494624726252","134.13116272216973","庵治小学校","高松市庵治町790-1","体育館南側入口左側","087-871-2581",,,,"学校開校日に随時",
"253","34.267062392959204","134.02680985797423","大野小学校","高松市香川町大野1045-1","体育館西側入口、プールの入口","087-885-2165",,,,"学校開校日に随時",
"254","34.25929618064082","134.0408720386058","浅野小学校","高松市香川町浅野3088","体育館東側入口","087-889-0215",,,,"学校開校日に随時",
"255","34.24146","134.03516","川東小学校","高松市香川町川東上1865-8","体育館１階ピロティの壁面（プール入口付近）","087-879-2012",,,,"学校開校日に随時",
"256","34.24166985541595","134.00915824535474","香南小学校","高松市香南町横井1008","体育館入口外","087-879-2269",,,,"学校開校日に随時",
"257","34.30634","133.96288","国分寺北部小学校","高松市国分寺町新居1880","体育館西入口","087-874-1154",,,,"学校開校日に随時",
"258","34.283910732148286","133.9618240667823","国分寺南部小学校","高松市国分寺町福家甲3005","西館と本館の間の渡り廊下壁面","087-874-1160",,,,"学校開校日に随時",
"259","34.34717879284452","134.0297879943717","日新小学校跡施設","高松市瀬戸内町18-2","体育館１階北側入口",,"月火水木金土日","0:00","23:59","通年利用可能",
"260","34.34086725626537","134.05694342636997","築地小学校跡施設","高松市築地町14-1","体育館北側入口",,"月火水木金土日","0:00","23:59","通年利用可能",
"261","34.32648","134.05205","桜町中学校","高松市桜町二丁目12-4","北校舎入口外、南館２階廊下","087-861-1668",,,,"学校開校日に随時",
"262","34.3407154162513","134.0335631479923","紫雲中学校","高松市紫雲町8-25","１階校舎入口、事務室前、４階３年生職員室","087-861-7144",,,,"学校開校日に随時",
"263","34.33386090815888","134.06612565484534","玉藻中学校","高松市上福岡町714-1","第２体育館入口","087-861-8196",,,,"学校開校日に随時",
"264","34.33898","134.06213","高松第一中学校","高松市松島町二丁目14-5","体育館出入口西側の柱","087-832-0311",,,,"学校開校日に随時",
"265","34.31575","134.02694","鶴尾中学校","高松市松並町639-1","体育館","087-867-3382",,,,"学校開校日に随時",
"266","34.34105994505991","134.1047319384623","屋島中学校","高松市屋島中町295","玄関外側","087-841-2236",,,,"学校開校日に随時",
"267","34.30723656767361","134.0861519706566","協和中学校","高松市元山町88-2","体育館入口の外、１．２年職員室","087-867-5937",,,,"学校開校日に随時",
"268","34.282608127600454","134.05098452350757","龍雲中学校","高松市出作町331-2","体育館入口、職員室入口付近廊下側","087-889-0131",,,,"学校開校日に随時",
"269","34.34240","133.99931","勝賀中学校","高松市香西南町565","体育館外側壁面","087-881-3141",,,,"学校開校日に随時",
"270","34.29308162188772","134.02551708267362","一宮中学校","高松市一宮町1185-1","本館１階南側壁面","087-885-1664",,,,"学校開校日に随時",
"271","34.294943478589246","134.00990245030295","香東中学校","高松市円座町771","体育館、職員室西側廊下","087-886-6580",,,,"学校開校日に随時",
"272","34.357468963933954","133.96695290470524","下笠居中学校","高松市生島町372-1","体育館外側壁面","087-881-2621",,,,"学校開校日に随時",
"273","34.268054080721626","134.0930777234385","山田中学校","高松市川島東町1257-1","職員室入口、３階教師コーナー","087-848-0071",,,,"学校開校日に随時",
"274","34.30595734231528","134.04561732683663","太田中学校","高松市太田下町1800","体育館正面入口付近外側","087-866-1370",,,,"学校開校日に随時",
"275","34.33224140335119","134.10260472386915","古高松中学校","高松市新田町甲190-1","体育館前入口外側","087-841-1577",,,,"学校開校日に随時",
"276","34.31400","134.06736","木太中学校","高松市木太町5059-3","体育館前入口外側","087-866-5588",,,,"学校開校日に随時",
"277","34.181552429038746","134.07383102083173","塩江中学校","高松市塩江町安原上231-1","運動場側出入口壁面","087-893-0032",,,,"学校開校日に随時",
"278","34.340171262392545","134.14326948525695","牟礼中学校","高松市牟礼町牟礼46-2","玄関外側","087-845-9604",,,,"学校開校日に随時",
"279","34.38395","134.13064","庵治中学校","高松市庵治町691-1","南館１階保健室横外壁","087-871-2716",,,,"学校開校日に随時",
"280","34.25348","134.03083","香川第一中学校","高松市香川町浅野1188","健心館入口柱、運動場、第３グラウンド部室棟内","087-879-2131",,,,"学校開校日に随時",
"281","34.24299723149001","134.00808446130782","香南中学校","高松市香南町横井801","職員室玄関前","087-879-2064",,,,"学校開校日に随時",
"282","34.29744","133.96445","国分寺中学校","高松市国分寺町新居1131-1","玄関外の壁、第２体育館正面玄関","087-874-0031",,,,"学校開校日に随時",
"283","34.32803735754493","134.05254294477447","高松第一高等学校","高松市桜町二丁目5-10","校舎内","087-861-0244",,,,"学校開校日に随時","有"
"284","34.34543959936762","134.05367147347982","高松市生涯学習センター","高松市片原町11-1","２階受付","087-811-6222","火水木金土日","9:00","22:00","日・祝は17:00まで。休館日以外利用可能。休館日：毎週月曜（月曜が祝日の場合は翌平日）及び12/29～1/3","有"
"285","34.343934521764865","134.034202944774","中央図書館","高松市昭和町一丁目2-20　","１階中央カウンター","087-861-4501",,,,"会館時のみ利用可能",
"286","34.344078195399916","134.0562285573218","総合教育センター","高松市末広町5","西棟入口前","087-811-2161","月火水木金","8:30","17:15","祝日、12/29～1/3を除く",
"287","34.283185147857324","134.0496880542421","教育支援センター「みなみ」","高松市出作町348-6","入口前","087-889-8900","月火水木金","8:30","17:15","祝日、12/29～1/3を除く",
"288","34.341112671868515","134.0452389629387","上下水道局","高松市番町一丁目10-14",,,,,,,
"289","34.33414583","134.0151492","御殿場浄水場","高松市鶴市町1360",,,,,,,
"290","34.25406404696437","134.03016058944928","浅野浄水場","高松市香川町浅野1161",,,,,,,
"291","34.30787","134.1005842","川添浄水場","高松市東山崎町1331",,,,,,,
"292","34.34041888908895","134.04471800562794","高松市上下水道工事業協同組合","高松市天神前5-30","自社ビル北側壁面",,,,,,
"293","34.22225536396709","133.9529355954793","株式会社リバートップ","綾歌郡綾川町山田下3184-1","店舗入口",,,,,,
"294","34.22504927785967","133.92931276227586","綾川町社会福祉協議会小規模多機能型居宅介護綾川","綾歌郡綾川町羽床上788-1","一階事務所",,,,,,
"295","34.22347011724085","133.95085079420284","医療法人社団　綾上歯科診療所","綾歌郡綾川町山田下字久保3334番地2","院内１Ｆ診療室内",,,,,,
"296","34.24901167","133.9202628","滝宮天満宮","綾歌郡綾川町滝宮1314","神社お守授与所",,,,,,
"297","34.25616139","133.9582064","デイサービスセンター綾川","綾歌郡綾川町陶2691-1","入浴更衣室出入口",,,,,,
"298","34.23791453215537","133.9041305515562","有限会社　綾南交通","綾歌郡綾川町羽床下2312-1","建物南側自動販売機脇",,,,,,
"299","34.24646194","133.9411406","香川県農業協同組合綾坂地区営農センター","綾歌郡綾川町陶4742番地1","１階事務所",,,,,,
"300","34.21775139","133.9492003","綾川町B&G綾上海洋センター","綾歌郡綾川町3694-1","一階事務所",,,,,,
"301","34.27706528","134.1006447","ダイキ（株）ホームセンターダイキONE川島","高松市川島東町504","店舗サービスカウンター",,,,,,
"302","34.33007083","134.0660058","ダイキ（株）ホームセンターダイキ上福岡店","高松市上福岡町838-1","サービスカウンター",,,,,,
"303","34.34320056","134.1315594","ダイキ（株）ホームセンターダイキ牟礼店","高松市牟礼町牟礼1080","サービスカウンター",,,,,,
"304","34.26433194","134.0332867","ダイキ（株）ホームセンターダイキ香川店","高松市香川町大野76番地1","サービスカウンター",,,,,,
"305","34.34253861","134.0073361","ダイキ（株）ホームセンターダイキ香西店","高松市香西東町350-1","サービスカウンター",,,,,,
"306","34.30085976930805","134.09286984943367","ダイキ（株）ホームセンターダイキ水田店","高松市東山崎町291-1","サービスカウンター",,,,,,
"307","34.26226543664892","134.13502966954155","ダイキ（株）ホームセンターダイキ三木店","木田郡三木町大字氷上894番地","サービスカウンター",,,,,,
"308","34.15981","133.9882222","柏原渓谷キャンプ村TaTuTaの森","綾歌郡綾川町枌所東3808番地","管理棟",,,,,,
"309","34.21855549282995","133.9520375132626","綾川町もみじ温泉社会福祉センター","綾歌郡綾川町東分甲343番地3","トレーニングルーム",,,,,,
"310","34.249916190033645","133.9211128892561","香川町梅の里社会福祉センター","綾歌郡綾川町滝宮276番地","１階事務所",,,,,,
"311","34.24981583","133.9242236","綾川町立生涯学習センター","綾歌郡綾川町滝宮318","カウンター内",,,,,,
"312","34.25281639","133.9500492","綾川町立陶公民館","綾歌郡綾川町陶5866-1","公民館玄関付近",,,,,,
"313","34.23447806","133.9057075","綾川町立羽床公民館","綾歌郡綾川町羽床下2259番地2","公民館玄関付近",,,,,,
"314","34.19781482325948","133.99490707252568","綾川町立枌所公民館","綾歌郡綾川町枌所西2087-1","公民館玄関付近",,,,,,
"315","34.22169468022504","133.96431212873415","綾川町立山田公民館","綾歌郡綾川町山田上甲1313-1","公民館玄関付近",,,,,,
"316","34.20527803561329","133.95135185521275","綾川町立西分公民館","綾歌郡綾川町西分1377","公民館玄関付近",,,,,,
"317","34.22414972","133.9290372","綾川町立羽床上公民館","綾歌郡綾川町羽床上797番地","公民館玄関付近",,,,,,
"318","34.24714497366436","133.97827400185497","綾川町立昭和公民館","綾歌郡綾川町畑田2390-8","公民館玄関付近",,,,,,
"319","34.26804556","134.1487386","トレスタ白山","木田郡三木町大字下高岡972番地30","フロント、スケート場（冬）又はプール（夏）",,,,,,
"320","34.292407719666585","134.1383598566478","三木町老人福祉会館あけぼの荘","木田郡三木町大字井上1966番地5","事務所",,,,,,
"321","34.25337722125633","134.13495318962953","三木町健康生きがい中核施設　サンサン館みき","木田郡三木町大字氷上2940番地1","事務所",,,,,,
"322","34.2314058874324","134.1211464496264","サンサン館みき三木町農村運動広場","木田郡三木町大字朝倉1441番地","トレーニングセンター玄関ホール",,,,,,
"323","34.268426923810566","134.13504911398246","三木町農村環境改善センター","木田郡三木町大字氷上370番地２","玄関ホール",,,,,,
"324","34.27261056","134.1361569","三木町文化交流プラザ","木田郡三木町大字鹿伏360番地","事務所",,,,,,
"325","34.26170509069671","134.14878700704844","ウォーキングセンター","木田郡三木町大字下高岡1459番地2","玄関靴箱上部",,,,,,
"326","34.2633075","134.124605","まんでがんふれあいホーム","木田郡三木町大字田中1279番地","職員室",,,,,,
"327","34.27756218557229","134.1217159619751","池戸商工センター","木田郡三木町大字池戸2340-1","エントランス",,,,,,
"328","34.26506051351883","134.16298650985385","井戸公民館","木田郡三木町大字井戸2679-1","公民館玄関",,,,,,
"329","34.25362670321552","134.1344616780221","三木町地域交流センター","木田郡三木町大字氷上2871","事務所入口",,,,,,
"330","34.31151694","134.0335789","株式会社　幸燿","高松市田村町948番地","正面玄関ロビー",,,,,,
"331","34.33929","134.05261","市民交流プラザIKODE瓦町","高松市常磐町一丁目3-1  8階","受付カウンターの北側","087-863-2888","月火水木金土日","10:00","21:00","12/29～1/3を除く",
"332","34.42003277552436","134.056537698034","男木保育所","高松市男木町165","職員室","087-873-0614","月火水木金","9:00","16:00","開所日のみ",
"333","34.420025853178316","134.05690171067755","男木小学校","高松市男木町165","靴箱外","087-873-0506",,,,"学校開校日に随時",
"334","34.34053","134.10152","屋島レクザムフィールド","高松市屋島中町374-1","エントランスホール、事務所","087-802-7350","月火水木金土日","9:00","21:00","12/29～1/3を除く",
"335","34.34747974534211","134.13419616989876","御山公園","高松市牟礼町牟礼1355-1","プレイセンター内","087-845-5585","月水木金土日","9:00","22:00","休園日以外利用可能。休園日：毎週火曜（火曜が祝日の場合は翌平日）及び12/29～1/3",
"336","34.433543597774985","134.06087417400158","男木島灯台資料館","高松市男木町1062-3","正面入口","087-873-0001","日","9:00","16:30","日曜、祝日、7/1～8/31のみ","有"
"338","34.390015431107756","134.12845716834192","純愛の聖地庵治・観光交流館","高松市庵治町5824-4","カフェカウンター","087-871-1700","月水木金土日","9:00","17:00",,"有"
"339","34.30287232794275","133.94691132828223","讃岐国分寺跡資料館","高松市国分寺町国分2177-1","受付カウンター後部のボックス","087-874-8840","月水木金土日","9:00","16:30","開館日のみ利用可","有"
"340","34.340089814649104","134.0595957014678","高松市こども未来館","高松市松島町一丁目15-1","１階受付及び３階受付","087-839-2571","月水木金土日","9:00","21:00","日・祝は17:00まで。3階受付は9:30～17:00","有"
"341","34.2494255507162","134.0149689622217","吉光児童館","高松市香南町吉光349-13","玄関","087-879-6041","火水木金土","9:00","17:00","12/29～1/3を除く",
"343","34.31410261925669","134.03690820426863","上天神文化センター","高松市上天神町152-1","事務室","087-866-2494","月火水木金土","8:30","17:00","祝日、12/29～1/3を除く。月・土は開館日のみ（第1・3土曜開館、その翌週月曜休館）",
"344","34.305145157017535","134.02659125911117","田村文化センター","高松市田村町662-1","玄関","087-867-6904","月火水木金土","8:30","17:00","祝日、12/29～1/3を除く。月・土は開館日のみ（第1・3土曜開館、その翌週月曜休館）",
"345","34.297588933301185","134.1058298313464","中川文化センター","高松市前田東町860-3","玄関","087-847-5896","月火水木金土","8:30","17:00","祝日、12/29～1/3を除く。月・土は開館日のみ（第1・3土曜開館、その翌週月曜休館）",
"346","34.264121186842516","134.08273774660427","中原文化センター","高松市池田町391-7","玄関","087-848-1090","月火水木金土","8:30","17:00","祝日、12/29～1/3を除く。月・土は開館日のみ（第1・3土曜開館、その翌週月曜休館）",
"347","34.24739672675062","134.0152762480015","吉光文化センター","高松市香南町由佐629","廊下","087-879-6244","月火水木金土","8:30","17:00","祝日、12/29～1/3を除く。月・土は開館日のみ（第1・3土曜開館、その翌週月曜休館）",
"348","34.29969591252892","133.95922953998155","国分寺文化センター","高松市国分寺町新居1423-1","玄関","087-874-4519","月火水木金土","8:30","17:00","祝日、12/29～1/3を除く。月・土は開館日のみ（第1・3土曜開館、その翌週月曜休館）",
"349","34.3389302074132","134.0720238136929","高松市環境業務センター","高松市木太町2282-1","窓口","087-834-0389","月火水木金","8:30","17:15","祝日、12/29～1/3を除く",
"350","34.35032404360689","134.046599221382","高松駅南交通広場高速バスターミナル待合所","高松市浜ノ町1-33","待合所内",,"月火水木金土日","4:00","23:30",,
"351","34.326233639271535","134.06131259492633","今里集会場","高松市今里町二丁目3-8","正面入口",,,,,"施設利用者のみ利用可能",
"352","34.35031301858341","134.0848728745703","東部下水処理場","高松市屋島西町2366-6","管理棟玄関","087-843-8580","月火水木金","6:00","22:00","祝日、12/29～1/3を除く",
"353","34.33864469138753","134.03896265903336","北消防署","高松市宮脇町一丁目2-34","救急事務所","087-861-1551","月火水木金土日","0:00","23:59","終日利用可能","有"
"354","34.34757","134.06493","北消防署朝日分署","高松市朝日町二丁目1-39","正面入口","087-822-1419","月火水木金土日","0:00","23:59","終日利用可能","有"
"355","34.30318196055539","134.05923058363368","南消防署","高松市多肥下町1530-16","受付","087-815-0119","月火水木金土日","0:00","23:59","終日利用可能","有"
"356","34.23350659579128","134.03467965064146","南消防署香川分署","高松市香川町川東上947-1","受付","087-879-4111","月火水木金土日","0:00","23:59","終日利用可能","有"
"357","34.325995956935614","134.1059957798584","東消防署","高松市新田町甲984-1","事務所","087-843-5119","月火水木金土日","0:00","23:59","終日利用可能","有"
"358","34.35648502495556","134.12325314936157","東消防署牟礼分署","高松市牟礼町牟礼3720-328","事務所","087-845-1255","月火水木金土日","0:00","23:59","終日利用可能","有"
"359","34.33935469631868","133.99758954902495","西消防署","高松市香西南町603-1","受付","087-881-0119","月火水木金土日","0:00","23:59","終日利用可能","有"
"360","34.23714456651919","133.9461997071782","西消防署綾川分署","綾歌郡綾川町山田下1160-1","受付","087-878-1111","月火水木金土日","0:00","23:59","終日利用可能","有"
"361","34.26856329696338","134.13527800233516","三木消防署","木田郡三木町氷上373-2","玄関ホール","087-898-4119","月火水木金土日","0:00","23:59","終日利用可能","有"
"362","34.30297250024255","134.059198251081","市民防災センター","高松市多肥下町1530-16","正面入口","087-815-0126","火水木金土日","9:00","21:00","日曜は17:00まで。祝日の翌日及び12/29～1/3を除く","有"
"363","34.38411","134.12638","高松市庵治支所","高松市庵治町6393-5","支所長席後方の棚の上","087-845-2111","月火水木金","8:30","17:00","祝日、12/29～1/3を除く","有"
