"#property","latitude","longitude","address","alternativeName","city","name","corporateRepresentative","establisher","openingDate","telephoneNumber","faxNumber","fullNameInKana","identification","katagaki","medicalCode","medicalSubjects","note","numberOfBeds","overtimeResponse","pref","prefCode","referenceObject"
"jp.takamatsu.smartcity.medical.Hospital.146","34.329596","134.056597","香川県高松市楠上町二丁目3−15　アルファメディカルモール2Ｆ","無床診療所","高松市","医療法人社団裕和会こじまクリニック","理事長　小島　章裕","医療法人社団裕和会","2012/9/1","087-813-1122","087-813-1121","コジマクリニック",,"アルファメディカルモール2F",,"内科、循環器内科",,,,"香川県","372013","http://www.kojima-clinic-hp.jp/index.html"
"jp.takamatsu.smartcity.medical.Hospital.147","34.213775","134.032017","香川県高松市香川町安原下第3号162","無床診療所","高松市","小谷医院",,"堀川　知","1995/10/22","087-879-7005","087-840-5331","コタニイイン",,,,"内科、消化器科、外科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.148","34.351363","134.089682","香川県高松市屋島西町2485-6","無床診療所","高松市","医療法人社団小林内科小児科医院","理事長　小林　美子","医療法人社団小林内科小児科医院","2002/11/1","087-843-3315","087-841-9899","コバヤシナイカショウニカイイン",,,,"内科、呼吸器科、胃腸科、アレルギー科、小児科",,,,"香川県","372013","http://wwwd.pikara.ne.jp/kobayasi/index.htmlhttps://itp.ne.jp/info/375544605116130300/"
"jp.takamatsu.smartcity.medical.Hospital.149","34.343076","134.043878","香川県高松市番町二丁目4-16","有床診療所","高松市","五番丁医院",,"河野　良太","2014/4/1","087-822-3331",,"ゴバンチョウイイン",,,,"内科、外科、整形外科、リハビリ科",,"19",,"香川県","372013","http://gandkbyouin5.byoinnavi.jp/pc/"
"jp.takamatsu.smartcity.medical.Hospital.150","34.323378","134.058502","香川県高松市今里町4-6","無床診療所","高松市","こんスキンケアクリニック",,"権　成基","1998/6/24","087-869-7800","087-869-7888","コンスキンケアクリニック",,,,"形成外科、皮膚科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.151","34.29636","134.05782","香川県高松市多肥上町1297-1","無床診療所","高松市","在宅診療敬二郎クリニック","理事長　西信　俊宏","医療法人社団慈風会","2020/5/18","087-864-3109","087-864-3108","ザイタクシンリョウケイジロウクリニック",,,,"内科、外科、形成外科",,,,"香川県","372013","http://www.healthcarenet.jp/clinic-kjr/"
"jp.takamatsu.smartcity.medical.Hospital.152","34.311636","134.040077","香川県高松市上天神町512-1","有床診療所","高松市","医療法人社団緑会ザイタックスクリニック","理事長　樋端　敏生","医療法人社団緑会","2015/11/1","087-867-1177",,"ザイタックスクリニック",,,,"内科、人工透析内科、泌尿器科（人口透析）、放射線診療科",,"19",,"香川県","372013","http://www.midori-kai.jp/"
"jp.takamatsu.smartcity.medical.Hospital.153","34.338981","134.048333","香川県高松市亀井町10-10","無床診療所","高松市","榊原クリニック",,"榊原　正知","2014/11/1","087-835-0977","087-835-0977","サカキバラクリニック",,"1Ｆ",,"内科、麻酔科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.154","34.297317","134.040245","香川県高松市太田上町420-1","無床診療所","高松市","坂口眼科医院",,"坂口　恭久","2008/5/1","087-816-5151","087-816-5151","サカグチガンカイイン",,,,"眼科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.155","34.336928","134.048041","香川県高松市中新町11-8","無床診療所","高松市","医療法人晴明会鷺岡クリニック","理事長　市川　正浩","医療法人晴明会","2024/1/29","087-833-2631",,"サギオカクリニック",,,,"内科、精神科、神経科",,,,"香川県","372013","http://www.myclinic.ne.jp/sagiokac/pc/https://itp.ne.jp/info/370998905400000899/"
"jp.takamatsu.smartcity.medical.Hospital.158","34.282122","134.046203","香川県高松市仏生山町甲471-5","無床診療所","高松市","さくらの馬場クリニック","理事長　山本　修平","医療法人社団讃志会","2016/11/1","087-889-3555",,"サクラノババクリニック",,,,"内科、循環器内科、人工透析内科、腎臓内科、リウマチ科、透析実施",,,,"香川県","372013","http://sanshikai-med.jp/"
"jp.takamatsu.smartcity.medical.Hospital.160","34.346071","134.039206","香川県高松市扇町一丁目24-5","有床診療所","高松市","高松ささき内科ハートクリニック","理事長　佐々木　雅英","医療法人社団慈和会","2001/10/1","087-851-6688","087-822-4940","タカマツササキナイカハートクリニック",,,,"内科、循環器科、糖尿病内科、リハビリテーション科",,"19",,"香川県","372013","https://itp.ne.jp/info/510000000000062021/"
"jp.takamatsu.smartcity.medical.Hospital.161","34.343024","134.068795","香川県高松市福岡町四丁目2-1","無床診療所","高松市","佐々木内科クリニック",,"佐々木　一乗","1998/7/9","087-821-1236","087-821-1236","ササキナイカクリニック",,,,"内科、呼吸器科、循環器科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.162","34.301625","134.06174","香川県高松市多肥下町1547-8","無床診療所","高松市","ササキメディカルクリニック",,"佐々木　寛","2013/12/3","087-814-3339",,"ササキメディカルクリニック",,,,"内科、外科、乳腺外科、リハビリ科",,,,"香川県","372013","https://www.sasaki-medical.com/"
"jp.takamatsu.smartcity.medical.Hospital.163","34.304149","134.01524","香川県高松市成合町726-1","有床診療所","高松市","医療法人社団泰平会佐藤クリニック","理事長　佐藤　剛平","医療法人社団泰平会","2000/2/1","087-885-0105","087-886-5193","サトウクリニック",,,,"内科、外科、整形外科、肛門科、循環器外科、リハビリテーション科、放射線科",,"19",,"香川県","372013","https://hospital.dr-navip.jp/kagawa/facility/1515/"
"jp.takamatsu.smartcity.medical.Hospital.164","34.326284","134.09866","香川県高松市新田町甲2607-4","無床診療所","高松市","医療法人社団誠心会さとう内科クリニック","理事長　佐藤　誠","医療法人社団誠心会","2010/6/1","087-816-3101","087-818-0587","サトウナイカクリニック",,,,"内科、糖尿病・代謝内科、内分泌内科",,,,"香川県","372013","http://sato-naika.byoinnavi.jp/pc/"
"jp.takamatsu.smartcity.medical.Hospital.165","34.32837","134.04655","香川県高松市栗林町一丁目13-8","無床診療所","高松市","佐藤皮膚科泌尿器科性病科医院",,"佐藤　稔","2002/3/25","087-862-1971","087-837-2925","サトウヒフカヒニョウキカセイビョウカイイン",,,,"皮膚科、泌尿器科、性病科",,,,"香川県","372013","http://sato-ud-chinic.com./"
"jp.takamatsu.smartcity.medical.Hospital.166","34.293775","134.081538","香川県高松市六条町481-1","無床診療所","高松市","さわ医院",,"佐和　尚信","1999/12/1","087-868-5001","087-864-5373","サワイイン",,,,"消化器内科、外科、整形外科、こう門科",,,,"香川県","372013","http://www.myclinic.ne.jp/sawa_iin/pc/"
"jp.takamatsu.smartcity.medical.Hospital.167","34.320792","134.060326","香川県高松市松縄町1005-3","無床診療所","高松市","さんあいクリニック",,"医療法人社団さんあいクリニック","2011/12/1","087-816-3192","087-816-3115","サンアイクリニック",,,,"心療内科、精神科、耳鼻咽喉科",,,,"香川県","372013","http://www.3ai.jp/"
"jp.takamatsu.smartcity.medical.Hospital.168","34.33681","134.051805","香川県高松市観光通一丁目3-4","無床診療所","高松市","さんごの海整形外科","理事長　清水　誠英","医療法人社団さんごの海","2016/9/1","087-831-3535","087-831-3565","サンゴノウミセイケイゲカ",,"レアーレ瓦町１階102号",,"リウマチ科、整形外科、リハビリ科",,,,"香川県","372013","http://www.sangonoumi.com/"
"jp.takamatsu.smartcity.medical.Hospital.169","34.317761","134.046412","香川県高松市三条町482-1","有床診療所","高松市","三条整形外科スポーツクリニック","理事長　宮武　正弘","医療法人弘仁会","2011/9/1","087-867-2270","087-867-4100","サンジョウセイケイゲカスポーツクリニック",,,,"リウマチ科、整形外科、リハビリ科",,"19",,"香川県","372013","http://www.sanjo-hp.net/"
"jp.takamatsu.smartcity.medical.Hospital.170","34.318099","134.046037","香川県高松市三条町504-1","無床診療所","高松市","医療法人社団耕彩会三条山下内科医院","理事長　山下　和彦","医療法人社団耕彩会","1995/6/1","087-867-1201","087-868-0501","サンジョウヤマシタナイカイイン",,,,"内科、神経内科、循環器科",,,,"香川県","372013","http://www.sy-naika.com/https://byoinnavi.jp/clinic/95709"
"jp.takamatsu.smartcity.medical.Hospital.171","34.301277","134.050935","香川県高松市太田下町3017-3","有床診療所","高松市","サンフラワーマタニティークリニック",,"柳原　敏宏","2011/7/1","087-868-4103",,"サンフラワーマタニティークリニック",,,,"産科、婦人科",,"19",,"香川県","372013","http://www.sfmc.jp/"
"jp.takamatsu.smartcity.medical.Hospital.172","34.330761","134.054991","香川県高松市楠上町一丁目9-36","無床診療所","高松市","塩見内科医院",,"塩見　哲夫","1963/4/1","087-862-0403","087-831-8694","シオミナイカイイン",,,,"内科",,,,"香川県","372013","http://www.geocities.jp/shiomi_medical_clinic/"
"jp.takamatsu.smartcity.medical.Hospital.173","34.244025","134.000518","香川県高松市香南町池内517-15","無床診療所","高松市","医療法人社団しげなり内科医院","理事長　重成　憲裕","医療法人社団しげなり内科医院","1999/1/1","087-879-0366","087-879-0366","シゲナリナイカイイン",,,,"内科、心療内科、精神科、神経科、神経内科、胃腸科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.174","34.244093","134.086803","香川県高松市西植田町1540","有床診療所","高松市","四宮医院",,"四宮　陽一","1985/9/18","087-849-0201","087-849-1122","シノミヤイイン",,,,"内科、小児科、脳神経外科、放射線科",,"19",,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.175","34.343693","134.126662","香川県高松市牟礼町牟礼2094-1","無床診療所","高松市","医療法人社団しぶやこどもクリニック","理事長　澁谷　幸彦","医療法人社団しぶやこどもクリニック","2018/4/13","087-845-6111",,"シブヤコドモクリニック",,,,"小児科",,,,"香川県","372013","http://www.shibuyaclinic.jp/"
"jp.takamatsu.smartcity.medical.Hospital.176","34.342476","134.130789","香川県高松市牟礼町牟礼986-1","有床診療所","高松市","医療法人社団渋谷整形外科医院","理事長　渋谷　整","医療法人社団渋谷整形外科医院","2000/11/1","087-845-9339","087-845-9309","シブヤセイケイゲカイイン",,,,"リウマチ科、外科、整形外科、リハビリ科",,"19",,"香川県","372013","http://shibuya-seikei.com/"
"jp.takamatsu.smartcity.medical.Hospital.177","34.344713","134.049992","香川県高松市丸亀町3-13　高松丸亀町参番街西館２Ｆ","無床診療所","高松市","湘南美容クリニック高松院","理事長　竹田　啓介","医療法人社団菜寿会","2017/7/18","050-5865-5801",,"ショウナンビヨウクリニックタカマツイン",,"高松丸亀町商店街参番街西館2F",,"美容外科、美容皮膚科",,,,"香川県","372013","https://www.sbc-takamatsu.com/"
"jp.takamatsu.smartcity.medical.Hospital.178","34.29954","134.08932","香川県高松市六条町166","無床診療所","高松市","白石心臓血管クリニック","理事長　白石　恭史　","医療法人社団静正会","2006/7/1","087-847-0011","087-847-0010","シライシシンゾウケッカンゲカクリニック",,,,"血管外科、循環器内科",,,,"香川県","372013","https://localplace.jp/t100352010/"
"jp.takamatsu.smartcity.medical.Hospital.179","34.29587","133.960631","香川県高松市国分寺町新名440-23","無床診療所","高松市","白井内科医院",,"白井　忠雄","1987/6/10","087-874-3711","087-874-5217","シライナイカイイン",,,,"内科、消化器科、循環器内科、小児科",,,,"香川県","372013","https://itp.ne.jp/info/376269025400000899/"
"jp.takamatsu.smartcity.medical.Hospital.180","34.321526","134.065331","香川県高松市松縄町37-7","無床診療所","高松市","医療法人社団白神眼科医院","理事長　村田　晶子","医療法人社団白神眼科医院","2017/9/1","087-866-3730",,"シラガミガンカイイン",,,,"眼科",,,,"香川県","372013","http://shiragami-eyeclinic.jp/"
"jp.takamatsu.smartcity.medical.Hospital.181","34.283926","134.03455","香川県高松市一宮町97-7","無床診療所","高松市","医療法人社団しらかわ小児科医院","理事長　白川　佳代子","医療法人社団しらかわ小児科医院","1993/2/1","087-889-2107","087-888-5622","シラカワショウニカイイン",,,,"小児科",,,,"香川県","372013","http://shirakawacc.starfree.jp/"
"jp.takamatsu.smartcity.medical.Hospital.182","34.327249","134.067015","香川県高松市上福岡町922-1","無床診療所","高松市","しんまるクリニック",,"新丸　昭子","2013/2/1","087-887-7612",,"シンマルクリニック",,,,"内科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.183","34.336735","134.052758","香川県高松市観光通一丁目6-1","有床診療所","高松市","医療法人社団菅原眼科医院","理事長　樋端　みどり","医療法人社団菅原眼科医院","2022/4/6","087-831-7561",,"スガハラガンカイイン",,,,"眼科",,"3",,"香川県","372013","https://itp.ne.jp/info/372953905400000899/"
"jp.takamatsu.smartcity.medical.Hospital.184","34.255634","134.035124","香川県高松市香川町浅野1026-5","有床診療所","高松市","杉上産婦人科医院",,"杉上　彰","1981/5/1","087-879-6969","087-879-6973","スギウエサンフジンカイイン",,,,"内科、産科、婦人科、麻酔科",,"19",,"香川県","372013","https://sugiue-obgyn.jp/"
"jp.takamatsu.smartcity.medical.Hospital.185","34.345443","134.068956","香川県高松市福岡町三丁目11-27","無床診療所","高松市","医療法人社団鈴木レディースクリニック","理事長　鈴木　恵子","医療法人社団鈴木レディースクリニック","2000/10/1","087-826-2288","087-826-2277","スズキレディースクリニック",,,,"産婦人科",,,,"香川県","372013","https://itp.ne.jp/info/376136805400000899/"
"jp.takamatsu.smartcity.medical.Hospital.186","34.342524","134.01247","香川県高松市郷東町25-4","無床診療所","高松市","医療法人社団住谷小児科医院","理事長　住谷　朋人","医療法人社団住谷小児科医院","2003/9/1","087-832-8808","087-881-8077","スミタニショウニカイイン",,,,"小児科",,,,"香川県","372013","http://iryoshadansumitanishonikain.hp.gogo.jp/pc/"
"jp.takamatsu.smartcity.medical.Hospital.189","34.341804","134.066865","香川県高松市松福町二丁目10-5","無床診療所","高松市","医療法人社団せとうちクリニック","理事長　金藤　悟","医療法人社団せとうちクリニック","2011/4/1","087-811-5577","087-811-5587","セトウチクリニック",,,,"呼吸器内科、、胃腸内科、外科、リハビリ科",,,,"香川県","372013","http://wwwi.netwave.or.jp/~seto-cli/"
"jp.takamatsu.smartcity.medical.Hospital.190","34.344663","134.038632","香川県高松市扇町二丁目2-12","無床診療所","高松市","医療法人社団瀬上皮フ科医院","理事長　瀬上　三實","医療法人社団瀬上皮フ科医院","2003/9/1","087-822-4790","087-822-4790","セノウエヒフカイイン",,,,"皮膚科",,,,"香川県","372013","https://itp.ne.jp/info/371019705400000899/"
"jp.takamatsu.smartcity.medical.Hospital.192","34.306634","134.009739","香川県高松市勅使町62-4","無床診療所","高松市","全人クリニック",,"西山　尚志","2008/1/1","087-867-1717","087-816-6628","ゼンジンクリニック",,,,"内科、心療内科、精神科",,,,"香川県","372013","http://www016.upp.so-net.ne.jp/zenjin/"
"jp.takamatsu.smartcity.medical.Hospital.194","34.340975","134.045256","香川県高松市番町一丁目10-16","有床診療所","高松市","一般財団法人三宅医学研究所附属セントラルパーククリニック","理事長　三宅　信一郎","一般財団法人三宅医学研究所","1998/4/30","087-863-4560","087-863-0353","セントラルパーククリニック",,,,"内科、外科、整形外科、婦人科、リハビリ科、放射線科、マンモ",,"5",,"香川県","372013","http://www.miyake.or.jp/index_cpc.htm"
"jp.takamatsu.smartcity.medical.Hospital.195","34.289885","134.027967","香川県高松市一宮町1125","無床診療所","高松市","医療法人社団高杉会そがべ整形外科","理事長　曽我部　輝久","医療法人社団高杉会","1993/2/1","087-886-2323","087-886-6647","ソガベセイケイゲカ",,,,"内科、外科、整形外科、リハビリ科、麻酔科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.196","34.275891","134.103456","香川県高松市十川西町368-1","有床診療所","高松市","医療法人社団恵生会いきなり内科ハートクリニック","理事長　入江　恵子","医療法人社団恵生会","2005/5/1","087-848-1166","087-848-1166","イキナリナイカハートクリニック",,,,"内科、消化器内科、循環器内科、リハビリテーション科",,"15",,"香川県","372013","http://www.hcv-sakura.com/"
"jp.takamatsu.smartcity.medical.Hospital.197","34.279438","134.086507","香川県高松市川島本町298","無床診療所","高松市","医療法人社団そごうクリニック","理事長　十川　省三","医療法人社団そごうクリニック","2000/10/1","087-848-1155","087-848-1261","ソゴウクリニック",,,,"消化器科、外科、整形外科、皮膚泌尿器科、リハビリ科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.199","34.322432","134.090868","香川県高松市春日町438-1","無床診療所","高松市","医療法人社団佳友会タウンクリニック高松東","理事長　友廣　敦文","医療法人社団佳友会","2012/9/1","087-818-0007",,"タウンクリニックタカマツヒガシ",,,,"内科、消化器内科、循環器内科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.200","34.297041","133.95818","香川県高松市国分寺町新居1310-1","無床診療所","高松市","タカオ整形外科医院",,"鷹尾　正和","2000/10/3","087-870-6700","087-870-6262","タカオセイケイゲカイイン",,,,"整形外科、リハビリ科、麻酔科",,,,"香川県","372013","https://itp.ne.jp/info/379371025400000899/"
"jp.takamatsu.smartcity.medical.Hospital.202","34.30651","133.990193","香川県高松市御厩町476","無床診療所","高松市","医療法人社団博翔会高田整形外科医院","理事長　高田　博","医療法人社団博翔会","1993/11/1","087-886-8866","087-886-8889","タカダセイケイゲカイイン",,,,"リウマチ科、整形外科、リハビリ科",,,,"香川県","372013","https://itp.ne.jp/info/378859525400000899/"
"jp.takamatsu.smartcity.medical.Hospital.203","34.285844","134.00036","香川県高松市中間町23-1","無床診療所","高松市","医療法人社団萌光会高塚クリニック整形外科耳鼻咽喉科","理事長　高塚　ま由","医療法人社団萌光会","1998/1/1","087-885-4880","087-885-4884","タカツカクリニックセイケイゲカジビインコウカ",,,,"リウマチ科、整形外科、耳鼻咽喉科、リハビリ科",,,,"香川県","372013","https://itp.ne.jp/info/370449425400000899/"
"jp.takamatsu.smartcity.medical.Hospital.204","34.328995","134.069574","香川県高松市木太町1986","有床診療所","高松市","医療法人社団高畠医院","理事長　高畠　良智","医療法人社団高畠医院","1996/1/1","087-862-3410","087-862-3550","タカバタケイイン",,,,"内科、リウマチ科、外科、整形外科、皮膚科、泌尿器科、リハビリ科",,"19",,"香川県","372013","http://www.takabatakec.com/"
"jp.takamatsu.smartcity.medical.Hospital.205","34.32671","134.067686","香川県高松市木太町1813-1","無床診療所","高松市","医療法人社団高畠小児科・アレルギー科医院","理事長　高畠　美人","医療法人社団高畠小児科・アレルギー科医院","2000/3/1","087-862-2032","087-835-9380","タカバタケショウニカ・アレルギーカイイン",,,,"アレルギー科、小児科",,,,"香川県","372013","http://www.takabatake-ped.com/"
"jp.takamatsu.smartcity.medical.Hospital.206","34.309851","134.049717","香川県高松市太田下町2457-1","無床診療所","高松市","高松e眼科",,"山地　英孝","2022/4/1","087-868-8855",,"タカマツイーガンカ",,,,"眼科",,,,"香川県","372013","https://eganka.com/"
"jp.takamatsu.smartcity.medical.Hospital.207","34.348764","134.064758","香川県高松市朝日町二丁目483-322","無床診療所","高松市","高松画像診断クリニック","理事長　松本  義人","医療法人社団西高松脳外科・内科クリニック","2016/2/1","087-811-5588",,"タカマツガゾウシンダンクリニック",,,,"内科、脳神経外科、整形外科、小児科、小児外科、リハビリ科、放射線科、麻酔科",,,,"香川県","372013","https://image.nishitakamatsu.jp/"
"jp.takamatsu.smartcity.medical.Hospital.208","34.321814","134.069137","香川県高松市木太町1174-1","無床診療所","高松市","愛和会たかまつクリニック","理事長　立川　豊吏","医療法人財団愛和会","2013/5/15","087-813-5876","087-813-7317","タカマツクリニック",,,,"内科、心療内科、精神科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.209","34.344898","134.046407","香川県高松市紺屋町5-3","無床診療所","高松市","高松紺屋町クリニック","理事長　佐用　義孝","医療法人ウェルネスサポート","2016/11/1","087-813-1018",,"タカマツコンヤマチクリニック",,,,"内科、糖尿病内科、皮膚科、呼吸器内科",,,,"香川県","372013","http://www.well-sprt.com/"
"jp.takamatsu.smartcity.medical.Hospital.210","34.422115","134.054774","香川県高松市男木町1988","無床診療所","高松市","高松市国民健康保険男木診療所","高松市長","高松市","2022/2/12","087-873-0003",,"タカマツシコクミンケンコウホケンオギシンリョウショ",,,,"内科、外科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.211","34.391199","134.052048","香川県高松市女木町112","無床診療所","高松市","高松市国民健康保険女木診療所","高松市長","高松市","1956/9/30","087-873-0103","087-873-0838","タカマツシコクミンケンコウホケンメギシンリョウショ",,,,"内科、外科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.212","34.339291","134.059618","香川県高松市松島町一丁目16-20","無床診療所","高松市","高松市夜間急病診療所","高松市長","高松市","2014/9/1","087-839-2299","087-839-2298","タカマツシヤカンキュウビョウシンリョウショ",,,,"内科、小児科、眼科、耳鼻咽喉科",,,,"香川県","372013","https://www.city.takamatsu.kagawa.jp/kurashi/kurashi/kyukyu/yakan/shinryojo.html"
"jp.takamatsu.smartcity.medical.Hospital.213","34.34488","134.046791","香川県高松市紺屋町4-10　鹿島紺屋町ビル1F","無床診療所","高松市","医療法人高松神経内科クリニック","理事長　山本　光利","医療法人高松神経内科クリニック","2013/10/1","087-873-2228",,"タカマツシンケイナイカクリニック",,"鹿島紺屋町ビル1F",,"精神科、神経内科",,,,"香川県","372013","http://www.tn-clinic.jp/"
"jp.takamatsu.smartcity.medical.Hospital.214","34.339842","134.067058","香川県高松市福岡町四丁目28-30","無床診療所","高松市","高松内視鏡診断クリニック","理事長　松本　義人","医療法人社団西高松脳外科・内科クリニック","2016/9/1","087-821-8877",,"タカマツナイシキョウシンダンクリニック",,,,"内科、消化器内科、循環器内科、脳神経外科、放射線科",,,,"香川県","372013","https://endoscope.nishitakamatsu.jp/"
"jp.takamatsu.smartcity.medical.Hospital.215","34.343613","134.040557","香川県高松市番町二丁目10-6","無床診療所","高松市","高松にれクリニック","理事長　秋山　賢次","医療法人讃楡会","2015/11/1","087-851-1117",,"タカマツニレクリニック",,,,"内科、人工透析内科、糖尿病内科、腎臓内科、泌尿器科",,,,"香川県","372013","https://niere.jp/takamatsu/"
"jp.takamatsu.smartcity.medical.Hospital.216","34.305268","133.997962","香川県高松市檀紙町1593-1","無床診療所","高松市","医療法人社団高松脳神経外科・外科医院","理事長　竹内　伸二","医療法人社団高松脳神経外科・外科医院","1994/8/1","087-886-5588","087-886-5589","タカマツノウシンケイゲカ・ゲカイイン",,,,"外科、整形外科、脳神経外科、リハビリ科、放射線科",,,,"香川県","372013","http://www.takamatsunouge.jp/"
"jp.takamatsu.smartcity.medical.Hospital.217","34.317173","134.092732","香川県高松市春日町148-1","有床診療所","高松市","医療法人社団立心会高松ハートクリニック","理事長　雪入　一志","医療法人社団立心会高松ハートクリニック","2012/3/2","087-814-5111","087-814-5112","タカマツハートクリニック",,,,"内科、循環器内科",,"6",,"香川県","372013","http://ta-heart.com/"
"jp.takamatsu.smartcity.medical.Hospital.219","34.328134","134.159323","香川県高松市牟礼町原430","無床診療所","高松市","医療法人社団高本内科医院","理事長　高本　雅弘","医療法人社団高本内科医院","2001/11/1","087-845-8000","087-845-8000","タカモトナイカイイン",,,,"内科、胃腸科、循環器科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.220","34.303473","134.071877","香川県高松市林町1583-1","無床診療所","高松市","医療法人社団瀧川整形外科医院","理事長　三木　信孝","医療法人社団瀧川整形外科医院","1995/4/1","087-867-2288","087-867-6532","タキガワセイケイゲカイイン",,,,"リウマチ科、整形外科、リハビリ科",,,,"香川県","372013","http://www.myclinic.ne.jp/t_seikei/pc/"
"jp.takamatsu.smartcity.medical.Hospital.221","34.310511","134.046893","香川県高松市太田下町2355-5","無床診療所","高松市","医療法人社団武田耳鼻咽喉科医院","理事長　武田　伸郎","医療法人社団武田耳鼻咽喉科医院","1993/6/1","087-865-2311","087-866-4501","タケダジビインコウカイイン",,,,"耳鼻咽喉科、気管食道内科",,,,"香川県","372013","https://itp.ne.jp/info/510000000000062037/https://www.489map.com/helios/A8135594/reserve/syoshin"
"jp.takamatsu.smartcity.medical.Hospital.222","34.344687","134.016858","香川県高松市郷東町134-1　西高松メディカルビルイーア1Ｆ","無床診療所","高松市","竹田耳鼻咽喉科クリニック","理事長　竹田　雅聖","医療法人社団すずらん","2013/9/1","087-873-2033",,"タケダジビインコウカクリニック",,"西高松メディカルビルイーア1階",,"アレルギー科、耳鼻咽喉科",,,,"香川県","372013","http://park.paa.jp/park2/clinics/2171"
"jp.takamatsu.smartcity.medical.Hospital.223","34.310063","134.049252","香川県高松市太田下町2462-3","無床診療所","高松市","医療法人社団竹広小児科医院","理事長　竹広　晃","医療法人社団竹広小児科医院","1998/8/1","087-866-2461","087-840-0750","タケヒロショウニカイイン",,,,"小児科",,,,"香川県","372013","https://www.takehiro-clinic.jp/medical/"
"jp.takamatsu.smartcity.medical.Hospital.224","34.297067","134.055251","香川県高松市多肥下町字山道365-9","有床診療所","高松市","医療法人社団一歩一景会たけべ乳腺外科クリニック","理事長　武部　晃司","医療法人社団一歩一景会","2015/5/1","087-867-0205","087-867-0306","タケベニュウセンゲカクリニック",,,,"乳腺外科",,"15",,"香川県","372013","https://takebe.gr.jp/"
"jp.takamatsu.smartcity.medical.Hospital.225","34.339515","134.06156","香川県高松市松島町一丁目14-23","無床診療所","高松市","田坂耳鼻咽喉科医院",,"田坂　周治","1996/9/4","087-861-8204","087-834-8180","タサカジビインコウカイイン",,,,"アレルギー科、耳鼻咽喉科、気管食道科",,,,"香川県","372013","https://itp.ne.jp/info/374845615400000899/"
"jp.takamatsu.smartcity.medical.Hospital.227","34.342783","134.042292","香川県高松市番町三丁目3-1","有床診療所","高松市","多田羅内科クリニック","理事長　多田羅　治","医療法人福生会","1992/12/1","087-861-3730","087-861-3430","タタラナイカクリニック",,,,"内科、呼吸器内科、消化器内科、循環器内科、",,"18",,"香川県","372013","http://tatara-clinic.main.jp/"
"jp.takamatsu.smartcity.medical.Hospital.228","34.34009","134.111119","香川県高松市高松町3006-21","無床診療所","高松市","たつや耳鼻咽喉科","理事長　石田　京子","医療法人社団千和会","2017/1/1","087-843-8733",,"タツヤジビインコウカ",,,,"耳鼻咽喉科",,,,"香川県","372013","https://itp.ne.jp/info/379733225126530510/"
"jp.takamatsu.smartcity.medical.Hospital.229","34.345826","134.050269","香川県高松市丸亀町1-1　丸亀町壱番街西館２Ｆ","無床診療所","高松市","医療法人社団RENATUS　PRAS　TANAKAクリニック形成外科・美容外科","理事長　田中　嘉雄","医療法人社団ＲＥＮＡＴＵＳ　ＰＲＡＳ","2020/11/22","087-823-1500",,"タナカクリニック　ケイセイゲカ・ビヨウゲカ",,"丸亀町壱番街西館2階",,"形成外科、美容外科",,,,"香川県","372013","http://www.tanaka-pras-cl.com/"
"jp.takamatsu.smartcity.medical.Hospital.230","34.285143","134.00349","香川県高松市円座町129-4","無床診療所","高松市","医療法人社団谷崎眼科医院","理事長　谷崎　勍","医療法人社団谷崎眼科医院","1999/3/1","087-885-5558","087-885-5568","タニザキガンカイイン",,,,"眼科",,,,"香川県","372013","https://itp.ne.jp/info/377779425400000899/"
"jp.takamatsu.smartcity.medical.Hospital.231","34.300654","134.076159","香川県高松市林町1281","無床診療所","高松市","医療法人社団育林会谷本医院","理事長　谷本　雅人","医療法人社団育林会","1992/5/1","087-867-1861","087-865-8819","タニモトイイン",,,,"内科、小児科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.232","34.265782","134.028461","香川県高松市香川町大野997-3","有床診療所","高松市","医療法人社団谷本内科医院","理事長　谷本　佳貞","医療法人社団谷本内科医院","1999/2/1","087-885-8500","087-870-4130","タニモトナイカイイン",,,,"内科、循環器内科、人工透析内科、糖尿病内科、泌尿器科、リハビリ科",,"19",,"香川県","372013","http://www.tanimoto-c.or.jp/"
